date,sales,price,advertising_cost
2044-05-31,95,42,1814
2044-06-01,114,67,1892
2044-06-02,62,59,822
2044-06-03,82,47,1416
2044-06-04,76,55,1076
2044-06-05,168,40,1762
2044-06-06,115,59,1680
2044-06-07,80,52,1237
2044-06-08,74,42,1276
2044-06-09,111,48,1924
2044-06-10,103,59,1517
2044-06-11,137,48,1831
2044-06-12,86,58,1802
2044-06-13,60,49,847
2044-06-14,140,53,1269
2044-06-15,54,63,1165
2044-06-16,70,41,1949
2044-06-17,75,56,1038
2044-06-18,122,46,1798
2044-06-19,199,52,1966
2044-06-20,101,51,1407
2044-06-21,161,51,927
2044-06-22,180,49,1608
2044-06-23,110,56,1086
2044-06-24,176,40,1945
2044-06-25,90,50,1561
2044-06-26,113,41,1028
2044-06-27,162,40,1874
2044-06-28,127,65,1416
2044-06-29,185,43,1223
2044-06-30,184,57,1281
2044-07-01,184,66,895
2044-07-02,142,55,1515
2044-07-03,99,62,817
2044-07-04,149,49,864
2044-07-05,128,50,1042
2044-07-06,77,61,1195
2044-07-07,181,53,1189
2044-07-08,170,58,1117
2044-07-09,106,57,1507
2044-07-10,93,62,1643
2044-07-11,147,52,1643
2044-07-12,149,68,1847
2044-07-13,184,46,807
2044-07-14,148,48,1020
2044-07-15,192,47,1417
2044-07-16,69,56,1130
2044-07-17,89,54,1092
2044-07-18,87,56,1824
2044-07-19,81,46,1978
2044-07-20,60,51,833
2044-07-21,134,61,1778
2044-07-22,179,48,1903
2044-07-23,117,59,1380
2044-07-24,181,43,844
2044-07-25,61,68,1253
2044-07-26,143,52,1869
2044-07-27,162,51,1500
2044-07-28,178,48,1083
2044-07-29,182,48,1341
2044-07-30,99,41,1151
2044-07-31,188,69,1981
2044-08-01,129,42,1088
2044-08-02,79,46,1321
2044-08-03,80,50,1204
2044-08-04,159,43,951
2044-08-05,164,67,1212
2044-08-06,51,57,1646
2044-08-07,188,42,996
2044-08-08,169,48,1908
2044-08-09,93,65,1011
2044-08-10,55,48,831
2044-08-11,77,69,1882
2044-08-12,113,57,1749
2044-08-13,137,50,851
2044-08-14,135,43,1267
2044-08-15,132,52,1751
2044-08-16,71,47,1534
2044-08-17,147,48,1590
2044-08-18,188,63,1553
2044-08-19,102,68,864
2044-08-20,185,69,1976
2044-08-21,55,50,1064
2044-08-22,53,46,866
2044-08-23,185,60,1908
2044-08-24,126,45,1120
2044-08-25,182,64,956
2044-08-26,125,58,1983
2044-08-27,156,64,1137
2044-08-28,63,64,979
2044-08-29,117,47,1014
2044-08-30,94,63,1563
2044-08-31,163,67,1808
2044-09-01,115,58,1666
2044-09-02,173,44,1037
2044-09-03,181,49,1969
2044-09-04,68,58,842
2044-09-05,176,65,1504
2044-09-06,179,58,1692
2044-09-07,146,52,929
2044-09-08,142,40,1362
2044-09-09,80,69,1153
2044-09-10,137,65,1632
2044-09-11,52,61,1593
2044-09-12,199,53,1556
2044-09-13,197,62,1882
2044-09-14,139,69,1677
2044-09-15,85,64,1105
2044-09-16,98,43,1213
2044-09-17,176,48,1731
2044-09-18,94,48,1536
2044-09-19,185,69,1515
2044-09-20,106,50,1520
2044-09-21,66,51,1844
2044-09-22,179,58,975
2044-09-23,102,47,1307
2044-09-24,68,68,1742
2044-09-25,178,48,1097
2044-09-26,143,60,820
2044-09-27,55,66,1043
2044-09-28,139,64,1809
2044-09-29,73,58,1309
2044-09-30,63,53,1566
2044-10-01,119,60,884
2044-10-02,172,43,1628
2044-10-03,146,46,1796
2044-10-04,175,57,1439
2044-10-05,59,52,1991
2044-10-06,132,67,905
2044-10-07,60,44,1779
2044-10-08,86,53,1101
2044-10-09,139,53,1431
2044-10-10,161,60,1258
2044-10-11,144,61,1163
2044-10-12,76,61,1088
2044-10-13,113,41,1643
2044-10-14,129,41,1738
2044-10-15,173,61,1885
2044-10-16,121,49,1513
2044-10-17,119,55,891
2044-10-18,106,54,1401
2044-10-19,137,50,1546
2044-10-20,182,43,874
2044-10-21,122,61,1075
2044-10-22,193,61,1204
2044-10-23,107,45,1318
2044-10-24,52,50,1276
2044-10-25,117,66,1644
2044-10-26,101,65,1743
2044-10-27,141,48,1153
2044-10-28,86,40,1352
2044-10-29,160,56,1495
2044-10-30,92,58,1954
2044-10-31,198,63,1801
2044-11-01,87,53,1078
2044-11-02,178,49,1994
2044-11-03,164,41,821
2044-11-04,180,67,1776
2044-11-05,76,62,1437
2044-11-06,156,43,1579
2044-11-07,176,60,1585
2044-11-08,127,55,1540
2044-11-09,80,66,1249
2044-11-10,125,63,1181
2044-11-11,69,48,1796
2044-11-12,109,63,1446
2044-11-13,89,41,1914
2044-11-14,122,56,1046
2044-11-15,124,68,955
2044-11-16,82,48,1017
2044-11-17,184,60,1127
2044-11-18,123,40,1208
2044-11-19,68,51,1136
2044-11-20,196,42,839
2044-11-21,100,64,1179
2044-11-22,171,69,1477
2044-11-23,151,57,1855
2044-11-24,139,45,801
2044-11-25,125,48,1114
2044-11-26,103,44,1567
2044-11-27,199,68,1284
2044-11-28,147,59,1210
2044-11-29,131,47,1096
2044-11-30,192,68,1952
2044-12-01,139,42,1384
2044-12-02,153,50,1461
2044-12-03,102,69,1761
2044-12-04,83,63,1503
2044-12-05,162,41,1108
2044-12-06,136,61,1822
2044-12-07,53,46,1950
2044-12-08,173,64,1400
2044-12-09,121,64,835
2044-12-10,82,46,1401
2044-12-11,125,43,1016
2044-12-12,156,44,1441
2044-12-13,63,47,1576
2044-12-14,166,41,1826
2044-12-15,155,47,1632
2044-12-16,149,50,1505
2044-12-17,187,69,1506
2044-12-18,160,45,1579
2044-12-19,135,62,1985
2044-12-20,55,43,1732
2044-12-21,144,54,1428
2044-12-22,179,61,1536
2044-12-23,96,63,974
2044-12-24,95,51,1153
2044-12-25,178,66,1043
2044-12-26,194,56,1646
2044-12-27,144,47,1086
2044-12-28,194,66,821
2044-12-29,126,48,1848
2044-12-30,133,58,1529
2044-12-31,174,56,1780
2045-01-01,180,41,947
2045-01-02,63,42,1746
2045-01-03,112,40,1019
2045-01-04,179,67,1442
2045-01-05,162,63,1442
2045-01-06,69,69,1239
2045-01-07,90,53,935
2045-01-08,98,44,1457
2045-01-09,175,63,1836
2045-01-10,177,49,813
2045-01-11,66,65,839
2045-01-12,116,55,1180
2045-01-13,134,57,948
2045-01-14,184,44,1251
2045-01-15,111,62,1425
2045-01-16,117,64,1425
2045-01-17,121,66,1239
2045-01-18,146,66,1189
2045-01-19,76,67,1479
2045-01-20,130,62,1867
2045-01-21,128,57,955
2045-01-22,83,54,1492
2045-01-23,74,43,1059
2045-01-24,81,60,1461
2045-01-25,64,56,840
2045-01-26,153,60,1571
2045-01-27,113,68,1552
2045-01-28,61,54,967
2045-01-29,71,46,1011
2045-01-30,192,50,1534
2045-01-31,150,52,1682
2045-02-01,137,54,1108
2045-02-02,55,46,1918
2045-02-03,167,59,1419
2045-02-04,126,48,1479
2045-02-05,192,55,814
2045-02-06,96,57,1834
2045-02-07,54,49,1552
2045-02-08,125,66,1753
2045-02-09,119,58,1256
2045-02-10,75,46,910
2045-02-11,126,59,1195
2045-02-12,74,61,1022
2045-02-13,157,53,1781
2045-02-14,120,59,1228
2045-02-15,131,67,1722
2045-02-16,67,51,1607
2045-02-17,149,45,1215
2045-02-18,128,52,1555
2045-02-19,148,56,1158
2045-02-20,82,61,1473
2045-02-21,71,46,1889
2045-02-22,70,48,1442
2045-02-23,110,60,1619
2045-02-24,129,50,806
2045-02-25,183,59,1529
2045-02-26,118,67,1203
2045-02-27,68,46,1714
2045-02-28,197,59,1354
2045-03-01,141,54,1513
2045-03-02,148,54,1900
2045-03-03,137,60,1123
2045-03-04,194,68,1950
2045-03-05,85,66,1978
2045-03-06,147,67,1267
2045-03-07,66,40,959
2045-03-08,59,65,1806
2045-03-09,148,69,1170
2045-03-10,87,41,848
2045-03-11,104,68,1034
2045-03-12,173,46,1338
2045-03-13,98,41,855
2045-03-14,140,66,1348
2045-03-15,97,51,1457
2045-03-16,111,49,1084
2045-03-17,145,69,1765
2045-03-18,153,48,1641
2045-03-19,162,44,924
2045-03-20,98,53,1893
2045-03-21,96,61,1660
2045-03-22,107,44,1809
2045-03-23,81,59,1666
2045-03-24,190,56,1616
2045-03-25,111,61,1413
2045-03-26,155,64,1352
2045-03-27,159,56,1645
2045-03-28,133,48,967
2045-03-29,67,50,997
2045-03-30,54,40,1278
2045-03-31,98,64,1210
2045-04-01,66,65,1816
2045-04-02,89,68,1585
2045-04-03,126,50,1148
2045-04-04,68,43,1970
2045-04-05,132,65,806
2045-04-06,73,43,1525
2045-04-07,90,58,837
2045-04-08,107,65,1563
2045-04-09,125,47,1405
2045-04-10,86,68,1686
2045-04-11,101,48,1495
2045-04-12,179,68,1642
2045-04-13,74,46,936
2045-04-14,182,56,1389
2045-04-15,172,49,1427
2045-04-16,155,53,1780
2045-04-17,87,42,1672
2045-04-18,195,51,1066
2045-04-19,74,45,1258
2045-04-20,121,45,1353
2045-04-21,154,62,1042
2045-04-22,79,61,1403
2045-04-23,118,45,1864
2045-04-24,161,51,1585
2045-04-25,108,62,1393
2045-04-26,113,43,1477
2045-04-27,94,40,1104
2045-04-28,169,62,1045
2045-04-29,173,40,1310
2045-04-30,156,63,1774
2045-05-01,189,54,1254
2045-05-02,174,51,1699
2045-05-03,118,44,1067
2045-05-04,83,42,1302
2045-05-05,197,46,1025
2045-05-06,178,54,900
2045-05-07,114,55,1965
2045-05-08,125,41,839
2045-05-09,174,50,1275
2045-05-10,114,44,1033
2045-05-11,161,56,1035
2045-05-12,185,40,1204
2045-05-13,97,56,1719
2045-05-14,184,56,967
2045-05-15,93,59,1522
2045-05-16,136,54,940
2045-05-17,172,61,1798
2045-05-18,123,43,1268
2045-05-19,189,55,1490
2045-05-20,112,47,1804
2045-05-21,73,43,1060
2045-05-22,82,51,871
2045-05-23,139,56,1752
2045-05-24,182,42,808
2045-05-25,96,43,1859
2045-05-26,87,50,1260
2045-05-27,123,63,1807
2045-05-28,185,41,1152
2045-05-29,142,50,1046
2045-05-30,158,46,1350
2045-05-31,158,51,1265
2045-06-01,124,62,1743
2045-06-02,131,53,917
2045-06-03,160,58,1616
2045-06-04,90,54,1915
2045-06-05,162,40,1343
2045-06-06,113,60,1726
2045-06-07,101,66,1623
2045-06-08,194,40,1040
2045-06-09,102,56,1192
2045-06-10,109,55,1647
2045-06-11,128,55,1542
2045-06-12,127,56,1784
2045-06-13,118,54,1838
2045-06-14,95,57,1899
2045-06-15,180,60,1065
2045-06-16,102,42,1008
2045-06-17,133,62,1329
2045-06-18,173,52,1064
2045-06-19,174,47,1415
2045-06-20,155,49,1238
2045-06-21,85,60,1039
2045-06-22,132,52,1890
2045-06-23,98,47,1331
2045-06-24,128,62,1276
2045-06-25,83,53,1109
2045-06-26,184,59,1546
2045-06-27,66,52,1280
2045-06-28,198,43,1745
2045-06-29,172,69,1469
2045-06-30,115,45,1420
2045-07-01,64,62,1495
2045-07-02,184,56,1697
2045-07-03,114,51,1217
2045-07-04,141,55,1040
2045-07-05,170,42,1793
2045-07-06,147,51,971
2045-07-07,198,65,1822
2045-07-08,116,57,1298
2045-07-09,164,64,1320
2045-07-10,90,48,1286
2045-07-11,195,68,820
2045-07-12,73,52,867
2045-07-13,95,55,1503
2045-07-14,67,40,1894
2045-07-15,123,67,837
2045-07-16,148,43,1931
2045-07-17,168,59,1812
2045-07-18,72,58,1915
2045-07-19,98,55,1112
2045-07-20,59,56,1243
2045-07-21,181,60,999
2045-07-22,66,50,1923
2045-07-23,87,49,1274
2045-07-24,52,42,1136
2045-07-25,143,55,869
2045-07-26,91,56,871
2045-07-27,52,68,854
2045-07-28,100,68,1633
2045-07-29,154,48,1633
2045-07-30,189,51,1671
2045-07-31,126,45,1028
2045-08-01,58,40,1052
2045-08-02,97,60,967
2045-08-03,152,49,1600
2045-08-04,154,45,1648
2045-08-05,132,57,1241
2045-08-06,51,50,1043
2045-08-07,89,53,1680
2045-08-08,52,69,971
2045-08-09,105,45,811
2045-08-10,180,60,1638
2045-08-11,103,44,829
2045-08-12,125,66,1226
2045-08-13,199,48,1164
2045-08-14,184,63,1378
2045-08-15,139,52,977
2045-08-16,82,64,1039
2045-08-17,181,49,1307
2045-08-18,130,47,1652
2045-08-19,70,66,1432
2045-08-20,193,65,1685
2045-08-21,122,69,1459
2045-08-22,126,61,889
2045-08-23,197,59,990
2045-08-24,181,54,1988
2045-08-25,134,44,1773
2045-08-26,146,69,1012
2045-08-27,199,52,1193
2045-08-28,131,69,901
2045-08-29,190,47,1133
2045-08-30,128,52,992
2045-08-31,110,44,1222
2045-09-01,51,61,997
2045-09-02,146,44,1616
2045-09-03,115,59,1666
2045-09-04,171,54,1526
2045-09-05,74,49,1179
2045-09-06,134,58,1580
2045-09-07,193,66,1286
2045-09-08,98,55,1876
2045-09-09,79,45,1500
2045-09-10,97,43,827
2045-09-11,61,44,904
2045-09-12,79,51,1209
2045-09-13,198,69,1492
2045-09-14,91,56,1965
2045-09-15,138,40,1855
2045-09-16,78,46,1905
2045-09-17,187,57,1708
2045-09-18,151,45,1981
2045-09-19,110,49,1896
2045-09-20,96,45,977
2045-09-21,117,52,1240
2045-09-22,192,49,1869
2045-09-23,89,64,1327
2045-09-24,56,62,891
2045-09-25,131,68,1557
2045-09-26,58,67,886
2045-09-27,71,56,1092
2045-09-28,138,65,982
2045-09-29,125,66,1678
2045-09-30,187,61,993
2045-10-01,164,57,1039
2045-10-02,90,40,1213
2045-10-03,129,40,951
2045-10-04,108,68,1917
2045-10-05,107,54,1487
2045-10-06,166,45,980
2045-10-07,176,62,996
2045-10-08,77,41,1935
2045-10-09,174,54,1855
2045-10-10,174,45,1345
2045-10-11,102,41,1243
2045-10-12,164,60,1469
2045-10-13,114,64,1654
2045-10-14,198,54,1996
2045-10-15,105,50,1590
2045-10-16,145,68,1629
2045-10-17,169,44,1808
2045-10-18,123,45,1523
2045-10-19,161,44,1816
2045-10-20,180,64,1437
2045-10-21,85,50,879
2045-10-22,123,42,1097
2045-10-23,120,66,1790
2045-10-24,87,57,1003
2045-10-25,148,66,892
2045-10-26,151,58,1315
2045-10-27,157,41,1528
2045-10-28,191,42,1858
2045-10-29,59,69,1227
2045-10-30,88,50,1219
2045-10-31,53,54,802
2045-11-01,101,41,1092
2045-11-02,152,54,1301
2045-11-03,158,65,1967
2045-11-04,196,64,1803
2045-11-05,121,58,1086
2045-11-06,185,60,1181
2045-11-07,168,54,1430
2045-11-08,186,60,1802
2045-11-09,181,41,1944
2045-11-10,191,59,809
2045-11-11,89,41,948
2045-11-12,72,61,874
2045-11-13,81,68,1210
2045-11-14,66,66,893
2045-11-15,70,64,1359
2045-11-16,110,43,848
2045-11-17,157,44,1170
2045-11-18,91,63,1160
2045-11-19,140,43,1294
2045-11-20,64,53,1166
2045-11-21,192,65,1544
2045-11-22,195,64,932
2045-11-23,197,49,1013
2045-11-24,81,40,1486
2045-11-25,188,49,1325
2045-11-26,142,44,1672
2045-11-27,183,45,1332
2045-11-28,139,67,1416
2045-11-29,152,65,1962
2045-11-30,118,43,931
2045-12-01,61,45,1475
2045-12-02,94,42,1760
2045-12-03,128,46,1046
2045-12-04,186,53,1160
2045-12-05,68,42,1995
2045-12-06,165,41,1024
2045-12-07,102,66,906
2045-12-08,57,43,1051
2045-12-09,78,44,1147
2045-12-10,61,45,1043
2045-12-11,97,47,1293
2045-12-12,61,52,1284
2045-12-13,70,67,1620
2045-12-14,165,69,941
2045-12-15,62,58,1603
2045-12-16,171,57,1205
2045-12-17,197,45,1093
2045-12-18,79,69,999
2045-12-19,163,55,987
2045-12-20,122,68,1093
2045-12-21,89,58,1523
2045-12-22,59,40,1590
2045-12-23,177,59,1180
2045-12-24,182,52,1595
2045-12-25,120,56,876
2045-12-26,117,56,1364
2045-12-27,69,61,1225
2045-12-28,125,60,1266
2045-12-29,122,69,1957
2045-12-30,98,54,1131
2045-12-31,91,54,1001
2046-01-01,68,63,1456
2046-01-02,167,48,1036
2046-01-03,66,49,1508
2046-01-04,170,64,1185
2046-01-05,100,69,841
2046-01-06,160,40,1016
2046-01-07,61,67,1625
2046-01-08,71,60,1056
2046-01-09,156,58,1132
2046-01-10,77,50,1964
2046-01-11,194,45,988
2046-01-12,70,46,1796
2046-01-13,148,45,1396
2046-01-14,166,52,1351
2046-01-15,105,64,1363
2046-01-16,114,62,1589
2046-01-17,179,51,968
2046-01-18,121,40,933
2046-01-19,190,44,1955
2046-01-20,111,61,1089
2046-01-21,167,69,1813
2046-01-22,183,59,1213
2046-01-23,198,65,954
2046-01-24,96,62,1144
2046-01-25,149,57,1043
2046-01-26,145,69,1147
2046-01-27,112,61,1622
2046-01-28,54,52,874
2046-01-29,90,47,1913
2046-01-30,187,55,1838
2046-01-31,117,50,1769
2046-02-01,193,53,1194
2046-02-02,145,66,1579
2046-02-03,123,52,1243
2046-02-04,141,63,1338
2046-02-05,114,57,920
2046-02-06,91,66,1273
2046-02-07,190,69,1357
2046-02-08,103,65,999
2046-02-09,155,51,1339
2046-02-10,164,64,1545
2046-02-11,162,49,1836
2046-02-12,143,57,1929
2046-02-13,132,44,1711
2046-02-14,73,53,1224
2046-02-15,130,52,1344
2046-02-16,126,66,1787
2046-02-17,185,59,1299
2046-02-18,181,53,810
2046-02-19,59,45,1322
2046-02-20,199,47,991
2046-02-21,57,49,1644
2046-02-22,111,54,1894
2046-02-23,182,60,1756
2046-02-24,75,53,1043
2046-02-25,170,52,864
2046-02-26,126,40,887
2046-02-27,55,53,1741
2046-02-28,150,45,1842
2046-03-01,138,41,874
2046-03-02,151,54,1579
2046-03-03,192,57,1707
2046-03-04,50,47,888
2046-03-05,130,64,1889
2046-03-06,110,63,1634
2046-03-07,178,43,1310
2046-03-08,63,68,1836
2046-03-09,111,69,1763
2046-03-10,157,65,983
2046-03-11,52,57,1857
2046-03-12,167,59,1583
2046-03-13,128,61,1271
2046-03-14,122,50,887
2046-03-15,129,64,892
2046-03-16,136,58,1846
2046-03-17,153,69,1892
2046-03-18,103,58,1605
2046-03-19,186,56,992
2046-03-20,116,51,1159
2046-03-21,171,63,972
2046-03-22,198,53,1997
2046-03-23,123,59,1365
2046-03-24,57,59,1207
2046-03-25,155,43,922
2046-03-26,127,42,1404
2046-03-27,62,61,911
2046-03-28,120,55,858
2046-03-29,50,61,1224
2046-03-30,56,63,1714
2046-03-31,185,61,844
2046-04-01,95,51,1542
2046-04-02,92,52,800
2046-04-03,50,43,1871
2046-04-04,192,45,1015
2046-04-05,64,64,1913
2046-04-06,107,65,1106
2046-04-07,134,41,1264
2046-04-08,141,49,1612
2046-04-09,53,57,1499
2046-04-10,141,63,1659
2046-04-11,51,47,1333
2046-04-12,91,46,1679
2046-04-13,76,52,1736
2046-04-14,196,50,973
2046-04-15,98,59,1248
2046-04-16,129,49,1221
2046-04-17,157,52,1573
2046-04-18,105,57,1121
2046-04-19,183,44,1295
2046-04-20,173,62,1128
2046-04-21,103,45,1256
2046-04-22,55,68,971
2046-04-23,130,67,1720
2046-04-24,123,49,1616
2046-04-25,152,69,1665
2046-04-26,77,69,1529
2046-04-27,197,60,1605
2046-04-28,114,67,1947
2046-04-29,87,44,935
2046-04-30,57,55,1570
2046-05-01,67,41,1053
2046-05-02,108,61,837
2046-05-03,58,56,878
2046-05-04,52,59,1871
2046-05-05,184,58,1192
2046-05-06,81,41,1506
2046-05-07,90,66,1340
2046-05-08,161,45,1897
2046-05-09,53,66,1197
2046-05-10,100,62,1667
2046-05-11,85,63,1836
2046-05-12,178,47,1409
2046-05-13,182,41,1833
2046-05-14,189,62,1485
2046-05-15,133,60,1952
2046-05-16,196,54,1613
2046-05-17,169,69,1751
2046-05-18,116,69,1324
2046-05-19,82,48,1458
2046-05-20,79,53,1512
2046-05-21,115,62,912
2046-05-22,176,49,1080
2046-05-23,74,66,1977
2046-05-24,175,68,1812
2046-05-25,59,58,1226
2046-05-26,104,45,1546
2046-05-27,145,43,1950
2046-05-28,169,52,959
2046-05-29,111,55,1483
2046-05-30,78,57,1068
2046-05-31,87,65,967
2046-06-01,190,66,1063
2046-06-02,62,40,1367
2046-06-03,110,55,1519
2046-06-04,119,41,1838
2046-06-05,162,64,1346
2046-06-06,147,53,1218
2046-06-07,162,59,1573
2046-06-08,75,61,1056
2046-06-09,155,54,1287
2046-06-10,174,46,1291
2046-06-11,144,57,836
2046-06-12,80,51,1565
2046-06-13,138,45,1613
2046-06-14,80,67,1221
2046-06-15,107,44,1040
2046-06-16,90,58,1464
2046-06-17,193,56,1140
2046-06-18,54,60,1355
2046-06-19,139,60,965
2046-06-20,63,48,1491
2046-06-21,195,43,1427
2046-06-22,175,58,1864
2046-06-23,127,42,1851
2046-06-24,111,46,911
2046-06-25,115,69,1858
2046-06-26,136,61,1475
2046-06-27,159,40,1342
2046-06-28,88,44,857
2046-06-29,199,53,1915
2046-06-30,140,57,1860
2046-07-01,152,42,1536
2046-07-02,143,59,1258
2046-07-03,188,61,1182
2046-07-04,194,43,1843
2046-07-05,160,51,1027
2046-07-06,116,53,992
2046-07-07,178,60,960
2046-07-08,75,66,1885
2046-07-09,197,56,1910
2046-07-10,146,59,842
2046-07-11,70,46,1936
2046-07-12,193,43,802
2046-07-13,106,58,1169
2046-07-14,165,40,1386
2046-07-15,125,59,1391
2046-07-16,136,63,805
2046-07-17,58,59,1927
2046-07-18,66,52,1816
2046-07-19,159,52,1672
2046-07-20,130,69,1337
2046-07-21,194,44,1242
2046-07-22,74,57,1581
2046-07-23,198,40,1689
2046-07-24,89,48,1108
2046-07-25,185,62,1754
2046-07-26,80,40,1689
2046-07-27,71,66,871
2046-07-28,139,44,969
2046-07-29,156,50,1825
2046-07-30,113,63,1445
2046-07-31,199,67,1357
2046-08-01,76,49,1818
2046-08-02,103,60,1594
2046-08-03,123,44,1376
2046-08-04,98,50,1021
2046-08-05,91,59,804
2046-08-06,172,61,1263
2046-08-07,148,45,1213
2046-08-08,194,63,1743
2046-08-09,104,61,1829
2046-08-10,90,67,1667
2046-08-11,141,43,889
2046-08-12,147,64,864
2046-08-13,169,45,1736
2046-08-14,118,59,1974
2046-08-15,197,63,1820
2046-08-16,154,48,889
2046-08-17,109,51,1557
2046-08-18,115,43,1740
2046-08-19,108,62,1862
2046-08-20,135,46,1149
2046-08-21,113,44,1718
2046-08-22,180,57,1688
2046-08-23,61,67,1470
2046-08-24,196,59,1203
2046-08-25,171,52,1294
2046-08-26,111,59,1562
2046-08-27,81,40,1025
2046-08-28,195,46,1749
2046-08-29,82,68,1667
2046-08-30,59,55,1397
2046-08-31,121,61,1643
2046-09-01,194,49,1498
2046-09-02,80,65,1665
2046-09-03,106,65,1428
2046-09-04,125,59,1903
2046-09-05,99,60,967
2046-09-06,90,60,1716
2046-09-07,108,49,1558
2046-09-08,72,66,1297
2046-09-09,130,63,1143
2046-09-10,148,57,1265
2046-09-11,194,44,844
2046-09-12,154,44,1810
2046-09-13,121,45,1551
2046-09-14,177,68,1545
2046-09-15,196,42,1375
2046-09-16,162,66,1505
2046-09-17,137,45,1525
2046-09-18,82,64,1376
2046-09-19,169,57,1906
2046-09-20,124,40,1658
2046-09-21,137,47,835
2046-09-22,56,66,1700
2046-09-23,159,69,1030
2046-09-24,193,65,1726
2046-09-25,118,69,1864
2046-09-26,82,64,1592
2046-09-27,99,42,1556
2046-09-28,74,46,884
2046-09-29,133,53,1317
2046-09-30,68,41,1146
2046-10-01,86,65,1213
2046-10-02,77,47,1061
2046-10-03,107,68,883
2046-10-04,179,68,966
2046-10-05,118,62,1988
2046-10-06,78,44,1989
2046-10-07,138,50,1840
2046-10-08,163,47,1167
2046-10-09,54,50,1461
2046-10-10,165,63,1220
2046-10-11,79,50,1847
2046-10-12,158,48,1316
2046-10-13,150,66,1046
2046-10-14,96,54,1232
2046-10-15,112,48,1544
2046-10-16,126,49,1948
2046-10-17,198,52,1747
2046-10-18,122,54,1051
2046-10-19,191,55,1374
2046-10-20,90,63,1646
2046-10-21,159,51,1198
2046-10-22,169,64,1778
2046-10-23,178,51,1199
2046-10-24,167,52,1966
2046-10-25,131,50,1787
2046-10-26,113,65,1029
2046-10-27,156,67,1470
2046-10-28,83,63,1557
2046-10-29,153,69,823
2046-10-30,179,63,1784
2046-10-31,197,53,1861
2046-11-01,145,62,1345
2046-11-02,191,64,1871
2046-11-03,150,49,833
2046-11-04,92,69,1023
2046-11-05,112,50,1060
2046-11-06,59,68,1990
2046-11-07,91,44,1595
2046-11-08,172,55,1613
2046-11-09,139,68,836
2046-11-10,162,53,1803
2046-11-11,91,65,943
2046-11-12,73,58,997
2046-11-13,122,40,1452
2046-11-14,166,59,1070
2046-11-15,66,58,1374
2046-11-16,59,67,1432
2046-11-17,102,68,1917
2046-11-18,175,46,1308
2046-11-19,125,40,1978
2046-11-20,96,45,1724
2046-11-21,106,60,896
2046-11-22,132,60,1189
2046-11-23,166,60,1885
2046-11-24,152,47,1333
2046-11-25,83,55,1536
2046-11-26,181,59,1837
2046-11-27,182,44,1591
2046-11-28,91,55,1628
2046-11-29,114,61,869
2046-11-30,157,57,1900
2046-12-01,73,56,1105
2046-12-02,165,50,877
2046-12-03,122,67,1738
2046-12-04,118,50,999
2046-12-05,102,60,1851
2046-12-06,190,67,981
2046-12-07,91,69,1810
2046-12-08,76,67,1055
2046-12-09,54,56,1660
2046-12-10,76,42,805
2046-12-11,148,49,972
2046-12-12,154,53,1378
2046-12-13,151,62,1434
2046-12-14,82,56,1292
2046-12-15,158,65,904
2046-12-16,165,41,1153
2046-12-17,92,67,834
2046-12-18,164,50,1226
2046-12-19,184,46,1517
2046-12-20,142,47,1277
2046-12-21,172,58,1041
2046-12-22,120,68,1367
2046-12-23,159,63,1041
2046-12-24,107,59,880
2046-12-25,181,51,1321
2046-12-26,56,60,1494
2046-12-27,51,57,1209
2046-12-28,71,57,1967
2046-12-29,124,46,1403
2046-12-30,176,41,1043
2046-12-31,135,52,1951
2047-01-01,190,49,1359
2047-01-02,127,57,1053
2047-01-03,74,69,1741
2047-01-04,76,45,953
2047-01-05,76,47,1665
2047-01-06,79,47,1018
2047-01-07,152,65,1068
2047-01-08,63,66,862
2047-01-09,189,60,1859
2047-01-10,193,44,1727
2047-01-11,155,40,1836
2047-01-12,172,60,913
2047-01-13,118,53,1785
2047-01-14,97,60,1560
2047-01-15,124,69,1928
2047-01-16,109,63,1865
2047-01-17,96,56,832
2047-01-18,89,45,1053
2047-01-19,105,51,1562
2047-01-20,74,66,1848
2047-01-21,51,53,1935
2047-01-22,101,59,1298
2047-01-23,146,50,1835
2047-01-24,131,66,1594
2047-01-25,117,57,1611
2047-01-26,51,42,1512
2047-01-27,150,43,1398
2047-01-28,51,52,1892
2047-01-29,178,49,1622
2047-01-30,160,59,1729
2047-01-31,92,65,1432
2047-02-01,92,48,1169
2047-02-02,97,51,844
2047-02-03,117,53,1767
2047-02-04,170,68,1928
2047-02-05,159,45,930
2047-02-06,102,48,892
2047-02-07,90,48,1861
2047-02-08,197,50,1445
2047-02-09,85,64,1972
2047-02-10,72,42,1744
2047-02-11,96,41,1632
2047-02-12,166,44,1103
2047-02-13,69,40,1080
2047-02-14,102,65,1181
2047-02-15,90,48,1568
2047-02-16,120,49,1582
2047-02-17,123,60,987
2047-02-18,141,65,1693
2047-02-19,150,47,1592
2047-02-20,150,51,1133
2047-02-21,79,56,1258
2047-02-22,63,57,1173
2047-02-23,111,47,1797
2047-02-24,188,58,1928
2047-02-25,155,43,1870
2047-02-26,52,61,1920
2047-02-27,187,47,1947
2047-02-28,180,48,934
2047-03-01,53,62,1016
2047-03-02,72,54,861
2047-03-03,160,46,1541
2047-03-04,161,53,942
2047-03-05,179,48,1686
2047-03-06,196,44,1299
2047-03-07,111,57,1914
2047-03-08,175,41,996
